iteration	AB_bound	AB_tau	ABC_bound	ABC_tau	root_bound	root_tau
0	0.0000050244573227316457854417335038288428	0.0000050241937856281281986380385373713864	0.0000095519361380410484744802462886426042	0.0000095449648183069505004297652939193597	0.0000498540275146443044715013903633860082	0.0000498524748989402576005401657166515861
1	0.0000050539943322528998965797661369059313	0.0000050385102773877437606952003901206183	0.0000095781729640387795141629259654258988	0.0000095721632935246074802776786172309187	0.0000529746253203411938503646083642451003	0.0000529585696433094684550807462741772724
2	0.0000050803694352829156466130368363653957	0.0000050610953848905889770524134385620840	0.0000096217542501708361627702631446723558	0.0000096150704873412533193847984147595298	0.0000548878224537085429688039461826321030	0.0000548712922393705511089380399969428481
3	0.0000050750889514495315665105687474856211	0.0000050610953848905889770524134385620840	0.0000096193318788741195526264052273468508	0.0000096150704873412533193847984147595298	0.0000548917657586029373814086318450478075	0.0000548712922393705511089380399969428481
4	0.0000050870850333054606093406008193724688	0.0000050573410611471377015726375026005712	0.0000096147041010419899463926296512283898	0.0000096079380219991944889635498983082584	0.0000548326370016670306523597078207643563	0.0000548305886802352839904176051710749107
5	0.0000050737192122575310899859971081049537	0.0000050671643401390321795416810113366068	0.0000096321723455674678452840750675356674	0.0000096266002902911272046809765257080471	0.0000549494100628114979373295412301558827	0.0000549370905284166715309111805876085555
6	0.0000046837092166744645078935681270504432	0.0000046790220241104055193389829603312080	0.0000096577766887839537921856339353077203	0.0000096459065159884106526681085691521389	0.0000550510387034662117700795080921238878	0.0000550472673132535128505057886449947091
7	0.0000046854712678306813244955009167824755	0.0000046790220241104055193389829603312080	0.0000096482917155505139571733744241477382	0.0000096459065159884106526681085691521389	0.0000550528539231997024591333533827253177	0.0000550472673132535128505057886449947091
8	0.0000047104588751303169157406101896778949	0.0000046908309617869359817773217136149810	0.0000101843112955589028820798519481272137	0.0000101259008770027744678445327797255970	0.0000552021660762173714933134793803048979	0.0000551861958640523564737466466478821303
9	0.0000046912972996457541258099460668162806	0.0000046908309617869359817773217136149810	0.0000101339906300369238375744251889898351	0.0000101259008770027744678445327797255970	0.0000552021660762173714933134793803048979	0.0000551861958640523564737466466478821303
10	0.0000046956246953610248113662913038712787	0.0000046908309617869359817773217136149810	0.0000101261741495881295554559037297437385	0.0000101259008770027744678445327797255970	0.0000551906888960461094431782236302552747	0.0000551861958640523564737466466478821303
11	0.0000047161396191899135525520646294861393	0.0000047094116652431624399279680437402362	0.0000101800433115442864645712461868498622	0.0000101660102655003406891924544463989832	0.0000554236390875998923672383911220862274	0.0000554047921742968291019225401949910292
12	0.0000047275123151550857425462481842259876	0.0000047094116652431624399279680437402362	0.0000101809016783096411076781073745678441	0.0000101660102655003406891924544463989832	0.0000569037483445343578928980743381060847	0.0000568280836807465552021345622790704510
13	0.0000047367138489328112829486287782554399	0.0000047304973009670657881423072588233936	0.0000102202043462272617848273989493712577	0.0000102115269466615603651720237121658386	0.0000596492169577086931331506847175916164	0.0000596410781256124250689597265928654224
14	0.0000047615288843597215748325128525930694	0.0000047452898707746548367697632386796869	0.0000102447748860292763180279695944818741	0.0000102434590492693948580570778572607082	0.0000619479014441405193783923843753314031	0.0000619431794108804252910194243497699063
15	0.0000047525272466304726383173537285209420	0.0000047452898707746548367697632386796869	0.0000102466455726788037373844314492643548	0.0000102434590492693948580570778572607082	0.0000619565639779633847315440386971374664	0.0000619431794108804252910194243497699063
16	0.0000047568602877093661403327257142237272	0.0000047547985175266344834996493085021996	0.0000102651879611849117859010208086978366	0.0000102639849678687514026882016127117936	0.0000620758204889413603595749169272721701	0.0000620673016094715158594286030790954101
17	0.0000047630868440085629770251209047504659	0.0000047547985175266344834996493085021996	0.0000111119175761889676365195764318194449	0.0000111048291471733367438484360589789901	0.0000641991089726567037239066126907971466	0.0000641902155072080333976167199061535484
18	0.0000047708275937620558051631587670460277	0.0000047547985175266344834996493085021996	0.0000111217704518469207529678816070983771	0.0000111048291471733367438484360589789901	0.0000641966015191668126771418201315100305	0.0000641902155072080333976167199061535484
19	0.0000055637130654285199465110441086057591	0.0000055493169376763815269404563068622593	0.0000120236557206064426220120874844177195	0.0000120166081148631831806332728729280745	0.0000665274031974339992000916366166052285	0.0000665012053125609714368873803813642098
20	0.0000056069100372917134224325964864110716	0.0000055658665922924341893426175564840719	0.0000120634251371494238190508127561706431	0.0000120524450865465330518053882480344896	0.0000667166321525295850968298450034410507	0.0000666995309789149498982951946857156145
21	0.0000055881127023509380682595414080449103	0.0000055855868927832444100021330735117431	0.0000129991359896148601379235396069411479	0.0000129989274988019485348967815840914852	0.0000652002642291381074310732679499835740	0.0000651903319467400784933963642231447011
22	0.0000056023413482727939328499090765323132	0.0000055983108285139915964701527728575314	0.0000130318095113789089511480492888928495	0.0000130285389830091127247617063811269134	0.0000653417880352536389150161499905777873	0.0000653388351586457212906780545047524811
23	0.0000056187834154184046014891482090369834	0.0000055983108285139915964701527728575314	0.0000134785892235001106791289146591417136	0.0000134545023629910806268854261968925812	0.0000690493420091947370832718977595732213	0.0000690294510557905294494823733586486014
24	0.0000056153621289822959575547753341417945	0.0000055983108285139915964701527728575314	0.0000134555140341281247943604898464897701	0.0000134545023629910806268854261968925812	0.0000690451601019176044093592081729582333	0.0000690294510557905294494823733586486014
25	0.0000064156004601371960539965208503154770	0.0000064081096442992155980231290535176214	0.0000139648898374797799932893471730466217	0.0000139616744391314881115631965635692779	0.0000690856199487054832260660153231413005	0.0000690294510557905294494823733586486014
26	0.0000064286394689658091756794509874506360	0.0000064219704619985772898397950736448792	0.0000139932794857573875756855466545580668	0.0000139918737077021821025744549582547904	0.0000678216186857204391628256567869925675	0.0000677946254625697388752902927677723710
27	0.0000064168579467824518155669687169417870	0.0000064008047219353033705879600645527461	0.0000139524087246628383411151466675370614	0.0000139457588332025539688613022248908635	0.0000675980899790303561185458858240338031	0.0000675711857210264287476250699704394265
28	0.0000061183508709685097772023112949746348	0.0000060470708499050908218985268816059175	0.0000141787034672287898034656605794623374	0.0000141773050354786163190431991232287601	0.0000675890816386184926879351908546311734	0.0000675711857210264287476250699704394265
29	0.0000060701406036294154938887969452654403	0.0000060470708499050908218985268816059175	0.0000142160169290087733855523777215523751	0.0000141773050354786163190431991232287601	0.0000675890816386184926879351908546311734	0.0000675711857210264287476250699704394265
30	0.0000060467801992751960544320542767504634	0.0000060269719759462337866132673747099346	0.0000141335342100569262048254809416292233	0.0000141301834002179946942444332957933284	0.0000688924714293320583418864244684698406	0.0000688863473878677300219625090349495622
31	0.0000060278684728971462816163491560406129	0.0000060269719759462337866132673747099346	0.0000136162553241830892549650913747605330	0.0000136162052394677682461143763958943964	0.0000689186053357011000264006894688861848	0.0000688863473878677300219625090349495622
32	0.0000060740232383764489803245310850510208	0.0000060269719759462337866132673747099346	0.0000136349989032328212397839409253386123	0.0000136162052394677682461143763958943964	0.0000714560199669622486207468115004814990	0.0000714420433379318739952265615578141933
33	0.0000060736279415537259716764001415967300	0.0000060269719759462337866132673747099346	0.0000136219356293824865578555305400954012	0.0000136162052394677682461143763958943964	0.0000714468235258341078253857547863958644	0.0000714420433379318739952265615578141933
34	0.0000060614187641803798876623081415271344	0.0000060521187346126441335613863059528228	0.0000143066782078424132294315607172308091	0.0000142901543566752250340786550841798430	0.0000717644095781333848406424724686303307	0.0000717401259952968247410667879115919732
35	0.0000060853511973341105586771289381875505	0.0000060685947115484358240964334052502949	0.0000143299218942916230896608698053285025	0.0000143290571383148107061479906154666253	0.0000720167229665977172599344857673031584	0.0000719354276265271196013489918286154534
36	0.0000060895918062161113806503125178704039	0.0000060685947115484358240964334052502949	0.0000143329513304354868316950466500259154	0.0000143290571383148107061479906154666253	0.0000731980594476157612939676289087742589	0.0000731701381935911791300208850685748985
37	0.0000060901608201690266003588622445441558	0.0000060786548191056889961329801064238154	0.0000143575638127738933392434431124407013	0.0000143528108840924224380358395491974477	0.0000732973631571444926569025568596771336	0.0000732914347202492867834611178778914109
38	0.0000056822664375444159332918282745428229	0.0000056705742155076087706688618694794712	0.0000132662556572103757922698880067358118	0.0000132522640791113424586951385908406564	0.0000747802258358564299420973009446811375	0.0000747795966951342311454173361617847604
39	0.0000056780517374517375467444374459446976	0.0000056705742155076087706688618694794712	0.0000129237254613885733592207674669261053	0.0000129190545826284250712119583415216084	0.0000748049663753482983134107664469070187	0.0000747795966951342311454173361617847604
40	0.0000057150921096460877135741335264285112	0.0000056705742155076087706688618694794712	0.0000129381279491826197818602275924071421	0.0000129190545826284250712119583415216084	0.0000776080332695777458558439310110088627	0.0000775721237824321619086856416380726387
41	0.0000057112639594192568287707445495726688	0.0000056705742155076087706688618694794712	0.0000129429789184940738643340638058809589	0.0000129190545826284250712119583415216084	0.0000775766656208974473337564026209633994	0.0000775721237824321619086856416380726387
42	0.0000056881021876114267146642804184875075	0.0000056847725407588764028879099732272095	0.0000129628180549499866881573914567660211	0.0000129514020895883741286763388145253373	0.0000777687446529839467544709119550816467	0.0000777663535380153782099188486398588793
43	0.0000057155681929396845734805271410650107	0.0000057012113884559832016358377204667818	0.0000130019184788449359966482424266764895	0.0000129888540940244749953601591241358904	0.0000779936311440052601950609356684651630	0.0000779912331145692257206025743698774022
44	0.0000066568034117779567059090643776908536	0.0000066208553527941563159411354766437086	0.0000130169517577074345766538487900731980	0.0000129888540940244749953601591241358904	0.0000780040412558414967322123478865592006	0.0000779912331145692257206025743698774022
45	0.0000072969082382156452625475949458344616	0.0000072878570185912542705704633694274719	0.0000130185770487323683279601294060512373	0.0000130151149623712841622846791977963221	0.0000781729154523158506180993687628699718	0.0000781489158085313704400418077788970095
46	0.0000073282479033160781878731421246087052	0.0000073121651972425266198269550033117525	0.0000130798575784392102715853953287528100	0.0000130585260417688495972708684345064967	0.0000784336561871653675489038382018236462	0.0000784095764941116450804856063960812662
47	0.0000069396057745865690423968386024711208	0.0000069327899088068126005825371482860220	0.0000130786636245972649560511194555267878	0.0000130585260417688495972708684345064967	0.0000784283536510999024216062025516293943	0.0000784095764941116450804856063960812662
48	0.0000073725898690915167536124620595305856	0.0000073677637772782174967688660627285202	0.0000131189651898012744522196287855209107	0.0000130832443738753902053983252384838920	0.0000799032465919575438919805754345304649	0.0000798504942260569466503869473505972110
49	0.0000073456508597562475008967489142897023	0.0000073413791176008886445528145436867362	0.0000130737334543014796614697481391687006	0.0000130363920370313953242926222064745900	0.0000795702463317236944858115710310642044	0.0000795645420458692076643228419108311300
50	0.0000073542460181393882657119483170493623	0.0000073460236666608963278235489013923143	0.0000130637881224758182981170520631231113	0.0000130446395558438100158171746301150051	0.0000796698637057993849178855194637094428	0.0000796148788304228230980688629792041411
51	0.0000073830213003809573590625198180603661	0.0000073603943140280081959742931874135508	0.0000130876303352478667114868610132916160	0.0000130701581116767937359611148617766219	0.0000798136931178211297055122286359107875	0.0000797706253132499548989461923831356671
52	0.0000077731107817861187786337776040035408	0.0000077680663646739703134900395520290317	0.0000130785691815075060727381270342384312	0.0000130701581116767937359611148617766219	0.0000798332929823480919040434855560306460	0.0000797706253132499548989461923831356671
53	0.0000078114192995762950601831148267351068	0.0000077929066056968240334837730309835990	0.0000131294811481379291987804658337068986	0.0000131119530529735495410614126710058258	0.0000800750566139824313362585717079866754	0.0000800257108733239580803872637027041037
54	0.0000078286884736865931658841150087013716	0.0000077783634188363730391268038855123734	0.0000130908904194489464876960393979743458	0.0000130874834175726247005372079867946411	0.0000825837808247600251108228031071689657	0.0000825084359714917537752948417661968961
55	0.0000077667260533074687915873479671091673	0.0000077561333479781385076209931916935147	0.0000130824564849615499059157924799379202	0.0000130500802174310545601069316612452553	0.0000822902987326885291012243395236680499	0.0000822726320781423366233081617693301268
56	0.0000078182746978181814965884466328560620	0.0000077761766493149265063898264993547116	0.0000122014025506568595604061158721442837	0.0000121954056046945972472273639342077445	0.0000824913816192678365710189147819164646	0.0000824852399695400281430177069630360620
57	0.0000077779665577270833701434629703364010	0.0000077521418745062867661915761985369500	0.0000121708274545662663708141607021850916	0.0000121577117815437722183301294531787562	0.0000822652415979114215623113626207896232	0.0000822302928075720565050110710814124104
58	0.0000077862860418071088645496774516274741	0.0000077722908147639763155271191985562496	0.0000118305292932245754544250820883277697	0.0000118220781518043042724068134030623867	0.0000824737849474634407810971770125263447	0.0000824440212562993317291226702536732773
59	0.0000077635218284065574562710990158542756	0.0000077462888783911652693710964134865549	0.0000118015318743939361822601827323175883	0.0000117825277886972392549095114966384301	0.0000822428842477535807127531075622073331	0.0000821682075681454007851783893912056556
60	0.0000083685067848096165885008954066215381	0.0000083613861981756968841904276157350751	0.0000118575683713706695794230447371653270	0.0000118235771561722334614371113237218935	0.0000825053601386218564243957285242458966	0.0000824544749131256510862181263732395564
61	0.0000084092026652101553585438864502066281	0.0000083613861981756968841904276157350751	0.0000118280639852953091428235110615929671	0.0000118235771561722334614371113237218935	0.0000838778396594405250153575481775192202	0.0000838720563071964942151656496882594638
62	0.0000083682778465308985360289820154555684	0.0000083564953768013343679945184594437535	0.0000118320099645814479940014035674877846	0.0000118166611972024819966070596777285573	0.0000867254742780197240923506507570550639	0.0000867120781873666619495380492033120845
63	0.0000083855491054090611674530844621422432	0.0000083809305659885826385487039846822199	0.0000118821856954116815370319990008418642	0.0000118512142411396372135073615239342359	0.0000870000974240376691044157597687558336	0.0000869656325710871234068929935823177857
64	0.0000083844993266033087796641060096547449	0.0000083809305659885826385487039846822199	0.0000118596205932468537529384314255231914	0.0000118512142411396372135073615239342359	0.0000869684861923501176163980863620395212	0.0000869656325710871234068929935823177857
65	0.0000084272154020479328950191805214231522	0.0000083981233802226136074715878709895378	0.0000119149909243625351420569485894063178	0.0000118755260670510107173141259306881068	0.0000872727023211958838691537643228457455	0.0000871440356677083340520423293540375198
66	0.0000083914607159777834354940501127018138	0.0000083840202187443200104515969584006996	0.0000118653134480498752089229833051042817	0.0000118555832233726583514700145260967190	0.0000870484089573781723682757704985135661	0.0000869976926871103014389172147780016076
67	0.0000083945030001762782807545743013477590	0.0000083840202187443200104515969584006996	0.0000118602530969109694060055829045730036	0.0000118555832233726583514700145260967190	0.0000870000516251475032201631587547296931	0.0000869976926871103014389172147780016076
68	0.0000084371737112398783675973334972297835	0.0000084211470497300784827932051967991356	0.0000119377337744002696317451375773721622	0.0000119080831247430864909889192126968283	0.0000869518995739485635104379368520710614	0.0000868435906869847665115816348624377952
69	0.0000080955415118116533912786050852794517	0.0000080642788355038190169828821174391464	0.0000119055905610093901543988445523858388	0.0000118935720709144360674337087546703629	0.0000886197492095243622095904201252380972	0.0000885898238405329448369798783780026952
70	0.0000081071883643235646789079740237582428	0.0000080917151708849670407788096104795272	0.0000119471813197594110291487046193736887	0.0000119340364495493652204809523209583233	0.0000903298805035418586910009319801417860	0.0000902566302460287573890609924553984911
71	0.0000081371904047115882675387729672245030	0.0000081150480226634395564426147084979846	0.0000119808980476283901756484259748525290	0.0000119684488204393027385415496088860721	0.0000897698282953743602503859921881712580	0.0000897494102796324359728671882230344181
72	0.0000080972359580204570630654337115572616	0.0000080963840372553860536561712302194849	0.0000119556297016074755066574950013169598	0.0000119409223099962503219367837559161671	0.0000913150206668254582403551622427073653	0.0000913067802211744208298535574463983266
73	0.0000081257546804286902726024641174795704	0.0000081212972772128160073345018443724541	0.0000123521020419506487552892617931554753	0.0000123506538407038661938003656914908390	0.0000915960044999937023297090221696237222	0.0000915877386978132751807479827732549893
74	0.0000081289916053980592686644887634450640	0.0000081212972772128160073345018443724541	0.0000123735161541702876460352769627526470	0.0000123506538407038661938003656914908390	0.0000916882773801542394617389297728493602	0.0000915877386978132751807479827732549893
75	0.0000080883322815586265091061801690841548	0.0000080880954308864321048713405537533561	0.0000123169185859849194788128920463599059	0.0000123001613520222879543395202994737758	0.0000930466968177699651609130482299292453	0.0000929007103139790712089188251532334561
76	0.0000080922118676905005783600230429009059	0.0000080679069816120517071077536397361030	0.0000122707189825454897780677293583906362	0.0000122694592929721788270198967740753915	0.0000928453439252304542003702003682974464	0.0000926688236734523614708189387378922675
77	0.0000080714710042964488145855739276157692	0.0000080679069816120517071077536397361030	0.0000122971406837348788514130415450154032	0.0000122694592929721788270198967740753915	0.0000926928565482293707672098448391295733	0.0000926688236734523614708189387378922675
78	0.0000080565409973229052921972134782002684	0.0000080454646131556166265387866620706347	0.0000118448996636559838476323094913489342	0.0000118251508903881912075075830137471655	0.0000925220286598981371930031092354340672	0.0000924110482813904484614836443157059875
79	0.0000080839203862123111961031710070990641	0.0000080684999068543930246999104638483402	0.0000118669617917691872768706090601753544	0.0000118590079560630589982717433827907882	0.0000928267559209262183668107115686041197	0.0000926756340748190611100038038827619857
80	0.0000081247822914531896696440499416880243	0.0000081054488399129729405681241138914572	0.0000119262141645036860005237369652952850	0.0000119133151626278755401281209125308180	0.0000931272719914349946142284597527805090	0.0000931000333856107768239207533866874655
81	0.0000080938186050112663385679850902576504	0.0000080836405306826563028389787124439181	0.0000119046622054752114624933539976936459	0.0000118812615075920856489875496175834257	0.0000929596107265429077862531337395068931	0.0000928495408641567707098626871520252735
82	0.0000081129102232126164864723857905737248	0.0000080836405306826563028389787124439181	0.0000118842784218305092891823648848514949	0.0000118812615075920856489875496175834257	0.0000900844320142120966524168501621261385	0.0000900800436081389689201709414234642281
83	0.0000080844191145461970546661281677991440	0.0000080836405306826563028389787124439181	0.0000118874748805390395296321254248184118	0.0000118812615075920856489875496175834257	0.0000918238864899719429719243679599571806	0.0000917878619795439699112493681099067544
84	0.0000080974563109688965211602207361352157	0.0000080836405306826563028389787124439181	0.0000119702664764323073247039366795441140	0.0000118812615075920856489875496175834257	0.0000918483838652870560048668835406715516	0.0000917878619795439699112493681099067544
85	0.0000081084489985145947717540271248992667	0.0000080979224325743841148223314818643814	0.0000119248124760004858737737903906506176	0.0000119022529174101415532990855261630259	0.0000919665663978630660863738954802215630	0.0000919500296606361286651243336365268988
86	0.0000080690653331680054800986376384308585	0.0000080668872761853517854187256563847086	0.0000118620246817335832112969354334985894	0.0000118566377261374090345191420481363309	0.0000916248329465120455198864912738088151	0.0000915976326632266549211333628299769316
87	0.0000081298618494341042450736928293153483	0.0000080652869032120455084020754776830131	0.0000113848156462157715197117818783922871	0.0000113517900448164484750049676997640802	0.0000909506804186750451553591934050757573	0.0000909487620622634557274871491827639147
88	0.0000081148242642234012702434631236769746	0.0000081046968120575977798363681570137373	0.0000114243136397906096105893392067542891	0.0000114072589966676092912683387892158748	0.0000914679588585100446620004821518534754	0.0000913931706078617789529641712853447189
89	0.0000081142376824499331682037997492962234	0.0000081118074049294773721205040195592062	0.0000114218982354322005939211218117357305	0.0000114172670668509027296251556737871624	0.0000915005808621947299775004069921635619	0.0000914733536970670197503371912084446649
90	0.0000086219412017784150664961168031297234	0.0000086041455554103363212448130070697516	0.0000114523784380486287522984620301791381	0.0000114344633346558454778212066127451862	0.0000916383956723065568744646114396346093	0.0000916111274986239641554205959117496150
91	0.0000086436269765304909621977599853970275	0.0000086253193494054704564943242273145074	0.0000114672237653566303069649356949355479	0.0000114626022090546717658145550733372886	0.0000918570129829901558908555880833546325	0.0000918365717485876355448415342408452489
92	0.0000086029186673333924779321149611810426	0.0000085999971871344612869055706871890266	0.0000114438398119563579185230250967464372	0.0000114392324148169130347682184711821662	0.0000915714605202824657960089527186653413	0.0000915669584765420958762799363839235411
93	0.0000086102017253538983763668304693972289	0.0000085666522701521334099339019529928407	0.0000113994684150610661678339891045297350	0.0000113948788822617791313121168861322019	0.0000912605996946811245549777136254476773	0.0000912119243338225816611006258050053930
94	0.0000085982027501808814786343412861491231	0.0000085900679064308149051124030570747436	0.0000114298118909999579307420342066947683	0.0000114260250442551087056214029202827476	0.0000915100466129913900142564542328216248	0.0000914612382054642484132192525869697874
95	0.0000085557702099916732780583716877487177	0.0000085529385014182323618324790825973025	0.0000113786134176734475862780363031312447	0.0000113766375986408014583202083502833091	0.0000910763441203832644970858622990306230	0.0000910659093916209088845348240681687457
96	0.0000085943318081136093575548781653417052	0.0000085901690369340209568662508621272877	0.0000114273737965721380182996039232001806	0.0000114261595623607797379047562591480869	0.0000914805758278269609074309642871014603	0.0000914623149747219765966221860509222097
97	0.0000086661105854017634898258867770515224	0.0000086146079321642575227658406022968052	0.0000114736989465250877214246710833478460	0.0000114586668058420056474054626871605933	0.0000901109121355391130695280943463387757	0.0000900279115373734794419702254231197003
98	0.0000086459975060692415043317113343412927	0.0000086374502010038133194931228575619286	0.0000115209728354517524539146408613099481	0.0000114890503067259713772555948518849789	0.0000902809317451125250934829136184589515	0.0000902666271904355659678673151624650473
99	0.0000086337267644576393219729704142650917	0.0000086110781354187701340649127579318645	0.0000114739726525446236217453677141975277	0.0000114539716688006689863715478749917054	0.0000900845484328467981929508545668738861	0.0000899910230066765465337802476497586213
